HOG,OG,Gene.Tree.Parent.Clade,cnat_ref_proteome,mcav_ref_proteome,ofav_ref_proteome,ofra_ref_proteome
N0.HOG0027119,OG0012453,n0,TRINITY_DN25589_c0_g1_i3.p1,TRINITY_DN84144_c0_g1_i2.p1,TRINITY_DN20011_c0_g2_i1.p1,TRINITY_DN110558_c0_g1_i3.p1
N0.HOG0027120,OG0012454,n0,TRINITY_DN2559_c0_g1_i5.p1,TRINITY_DN19986_c0_g1_i8.p1,TRINITY_DN4677_c0_g1_i4.p1,TRINITY_DN7008_c0_g1_i2.p1
N0.HOG0027121,OG0012455,n0,TRINITY_DN25608_c0_g1_i9.p1,TRINITY_DN18486_c0_g1_i12.p1,TRINITY_DN92589_c0_g1_i2.p1,TRINITY_DN10986_c2_g1_i5.p1
N0.HOG0027122,OG0012456,n0,TRINITY_DN256186_c0_g1_i1.p1,TRINITY_DN171607_c0_g1_i3.p1,TRINITY_DN359914_c0_g1_i2.p1,TRINITY_DN116743_c0_g1_i2.p1
N0.HOG0027123,OG0012457,n0,TRINITY_DN2564_c2_g1_i1.p1,TRINITY_DN16635_c0_g1_i7.p1,TRINITY_DN31438_c0_g1_i3.p1,TRINITY_DN5919_c8_g1_i2.p1
N0.HOG0027124,OG0012458,n0,TRINITY_DN25653_c0_g2_i7.p1,TRINITY_DN180216_c0_g1_i1.p1,TRINITY_DN69611_c0_g1_i8.p1,TRINITY_DN91423_c0_g1_i2.p1
N0.HOG0027125,OG0012459,n0,TRINITY_DN25659_c0_g1_i21.p1,TRINITY_DN133886_c0_g1_i1.p1,TRINITY_DN17679_c0_g1_i1.p1,TRINITY_DN31517_c0_g1_i9.p1
N0.HOG0027126,OG0012460,n0,TRINITY_DN25673_c0_g1_i2.p1,TRINITY_DN11217_c0_g1_i8.p1,TRINITY_DN13567_c0_g1_i2.p1,TRINITY_DN21987_c0_g1_i1.p1
N0.HOG0027127,OG0012461,n0,TRINITY_DN25697_c0_g1_i6.p1,TRINITY_DN12430_c0_g1_i2.p1,TRINITY_DN10921_c0_g1_i6.p1,TRINITY_DN11092_c0_g1_i1.p1
N0.HOG0027128,OG0012462,n0,TRINITY_DN257004_c0_g1_i10.p1,TRINITY_DN27329_c0_g1_i6.p1,TRINITY_DN27921_c0_g1_i3.p1,TRINITY_DN38191_c0_g1_i6.p1
N0.HOG0027129,OG0012463,n0,TRINITY_DN25713_c0_g1_i4.p1,TRINITY_DN32303_c0_g1_i3.p1,TRINITY_DN23561_c0_g2_i8.p1,TRINITY_DN22438_c0_g1_i2.p1
N0.HOG0027130,OG0012464,n0,TRINITY_DN25714_c0_g1_i12.p1,TRINITY_DN15250_c0_g1_i3.p1,TRINITY_DN5530_c0_g1_i6.p1,TRINITY_DN15091_c0_g1_i9.p1
N0.HOG0027131,OG0012465,n0,TRINITY_DN25717_c1_g1_i1.p1,TRINITY_DN31902_c0_g1_i5.p1,TRINITY_DN27682_c0_g1_i1.p1,TRINITY_DN18519_c0_g1_i1.p1
N0.HOG0027132,OG0012466,n0,TRINITY_DN25718_c0_g1_i2.p1,TRINITY_DN50333_c0_g1_i4.p1,TRINITY_DN19994_c0_g1_i5.p1,TRINITY_DN15434_c0_g1_i6.p1
N0.HOG0027133,OG0012467,n0,TRINITY_DN25727_c0_g1_i8.p1,TRINITY_DN221695_c0_g1_i4.p1,TRINITY_DN81536_c0_g1_i3.p1,TRINITY_DN63562_c0_g1_i2.p1
N0.HOG0027134,OG0012468,n0,TRINITY_DN25728_c0_g1_i3.p1,TRINITY_DN12193_c0_g1_i6.p1,TRINITY_DN11719_c0_g1_i9.p1,TRINITY_DN18060_c0_g1_i10.p1
N0.HOG0027135,OG0012469,n0,TRINITY_DN25735_c0_g1_i3.p1,TRINITY_DN24253_c0_g1_i4.p1,TRINITY_DN40333_c0_g1_i8.p1,TRINITY_DN11850_c0_g1_i10.p1
N0.HOG0027137,OG0012471,n0,TRINITY_DN25760_c0_g1_i2.p1,TRINITY_DN143304_c0_g1_i5.p1,TRINITY_DN14785_c0_g1_i5.p1,TRINITY_DN23915_c0_g1_i8.p1
N0.HOG0027138,OG0012472,n0,TRINITY_DN25761_c0_g1_i6.p1,TRINITY_DN21375_c0_g1_i4.p1,TRINITY_DN170700_c0_g1_i5.p1,TRINITY_DN24652_c0_g1_i2.p1
N0.HOG0027139,OG0012473,n0,TRINITY_DN25775_c0_g1_i9.p1,TRINITY_DN32200_c0_g1_i3.p1,TRINITY_DN1656_c0_g1_i8.p3,TRINITY_DN16675_c1_g2_i2.p1
N0.HOG0027140,OG0012474,n0,TRINITY_DN2578_c0_g1_i8.p1,TRINITY_DN5101_c1_g1_i14.p1,TRINITY_DN3620_c0_g1_i6.p1,TRINITY_DN4445_c0_g1_i7.p1
N0.HOG0027141,OG0012475,n0,TRINITY_DN257909_c0_g1_i1.p1,TRINITY_DN19077_c0_g1_i4.p1,TRINITY_DN93092_c1_g1_i2.p1,TRINITY_DN48301_c0_g1_i1.p1
N0.HOG0027142,OG0012476,n0,TRINITY_DN257_c1_g1_i6.p1,TRINITY_DN3912_c0_g1_i1.p1,TRINITY_DN614_c0_g1_i8.p1,TRINITY_DN410_c0_g1_i5.p1
N0.HOG0027143,OG0012477,n0,TRINITY_DN2582_c0_g1_i6.p1,TRINITY_DN14935_c0_g1_i3.p1,TRINITY_DN5168_c0_g1_i6.p1,TRINITY_DN8759_c0_g1_i3.p1
N0.HOG0027144,OG0012478,n0,TRINITY_DN25843_c0_g1_i1.p1,TRINITY_DN30514_c0_g1_i1.p1,TRINITY_DN37703_c0_g1_i3.p1,TRINITY_DN128261_c0_g1_i1.p1
N0.HOG0027145,OG0012479,n0,TRINITY_DN25848_c0_g1_i4.p1,TRINITY_DN26775_c0_g1_i2.p1,TRINITY_DN42431_c0_g1_i10.p1,TRINITY_DN7662_c0_g1_i17.p1
N0.HOG0027146,OG0012480,n0,TRINITY_DN2584_c4_g1_i7.p1,TRINITY_DN13985_c0_g1_i2.p1,TRINITY_DN19676_c0_g1_i2.p1,TRINITY_DN25795_c0_g1_i5.p1
N0.HOG0027147,OG0012481,n0,TRINITY_DN2584_c7_g1_i2.p1,TRINITY_DN22203_c0_g1_i2.p1,TRINITY_DN22019_c0_g1_i6.p1,TRINITY_DN46290_c0_g1_i5.p1
N0.HOG0027148,OG0012482,n0,TRINITY_DN258546_c0_g1_i2.p1,TRINITY_DN334080_c0_g1_i2.p1,TRINITY_DN192333_c0_g1_i2.p1,TRINITY_DN75687_c0_g1_i2.p1
N0.HOG0027149,OG0012483,n0,TRINITY_DN2587_c0_g1_i9.p1,TRINITY_DN7340_c0_g1_i5.p1,TRINITY_DN1_c0_g4_i1.p1,TRINITY_DN900_c0_g1_i10.p1
N0.HOG0027150,OG0012484,n0,TRINITY_DN25883_c0_g1_i1.p1,TRINITY_DN38570_c0_g1_i5.p1,TRINITY_DN71827_c0_g1_i2.p1,TRINITY_DN35316_c0_g1_i11.p1
N0.HOG0027151,OG0012485,n0,TRINITY_DN25888_c0_g1_i1.p1,TRINITY_DN18827_c0_g1_i5.p1,TRINITY_DN123028_c0_g1_i3.p1,TRINITY_DN6836_c0_g1_i5.p1
N0.HOG0027152,OG0012486,n0,TRINITY_DN25910_c0_g1_i9.p1,TRINITY_DN5261_c0_g1_i8.p1,TRINITY_DN9057_c0_g1_i12.p1,TRINITY_DN12949_c1_g1_i1.p1
N0.HOG0027153,OG0012487,n0,TRINITY_DN25915_c0_g1_i2.p1,TRINITY_DN57381_c0_g1_i2.p1,TRINITY_DN75679_c0_g1_i1.p1,TRINITY_DN57131_c0_g1_i5.p1
N0.HOG0027154,OG0012488,n0,TRINITY_DN259225_c0_g1_i1.p1,TRINITY_DN62035_c0_g1_i3.p1,TRINITY_DN174082_c0_g1_i1.p1,TRINITY_DN339741_c0_g1_i1.p1
N0.HOG0027155,OG0012489,n0,TRINITY_DN25925_c0_g1_i13.p1,TRINITY_DN2820_c0_g1_i5.p1,TRINITY_DN4684_c0_g1_i7.p1,TRINITY_DN4164_c0_g1_i4.p1
N0.HOG0027156,OG0012490,n0,TRINITY_DN259262_c0_g1_i3.p1,TRINITY_DN83633_c0_g1_i3.p1,TRINITY_DN5673_c0_g1_i10.p1,TRINITY_DN4289_c4_g1_i1.p1
N0.HOG0027157,OG0012491,n0,TRINITY_DN2592_c1_g1_i1.p1,TRINITY_DN7083_c0_g1_i1.p1,TRINITY_DN11137_c0_g1_i7.p1,TRINITY_DN5816_c0_g1_i1.p1
N0.HOG0027158,OG0012492,n0,TRINITY_DN2593_c0_g1_i14.p1,TRINITY_DN23657_c0_g1_i7.p1,TRINITY_DN15448_c0_g1_i1.p1,TRINITY_DN6661_c0_g1_i8.p1
N0.HOG0027159,OG0012493,n0,TRINITY_DN259408_c0_g1_i2.p1,TRINITY_DN172442_c0_g1_i2.p1,TRINITY_DN262080_c0_g1_i4.p1,TRINITY_DN487773_c0_g1_i1.p1
N0.HOG0027160,OG0012494,n0,TRINITY_DN25956_c0_g1_i2.p1,TRINITY_DN179561_c0_g1_i2.p1,TRINITY_DN409129_c0_g1_i1.p1,TRINITY_DN499773_c0_g1_i1.p1
N0.HOG0027162,OG0012496,n0,TRINITY_DN25998_c0_g1_i11.p1,TRINITY_DN14440_c0_g1_i2.p1,TRINITY_DN16583_c1_g1_i13.p1,TRINITY_DN19741_c0_g1_i13.p1
N0.HOG0027163,OG0012497,n0,TRINITY_DN259_c0_g1_i5.p1,TRINITY_DN12030_c0_g1_i3.p1,TRINITY_DN13026_c0_g1_i8.p1,TRINITY_DN3709_c0_g1_i4.p1
N0.HOG0027164,OG0012498,n0,TRINITY_DN2601_c0_g1_i6.p1,TRINITY_DN2964_c0_g1_i2.p1,TRINITY_DN900_c1_g1_i5.p1,TRINITY_DN5861_c0_g1_i9.p1
N0.HOG0027165,OG0012499,n0,TRINITY_DN260241_c0_g1_i1.p1,TRINITY_DN511200_c0_g1_i1.p1,TRINITY_DN388570_c0_g1_i1.p1,TRINITY_DN52152_c0_g1_i1.p1
N0.HOG0027168,OG0012502,n0,TRINITY_DN26045_c0_g1_i1.p1,TRINITY_DN22230_c0_g1_i3.p1,TRINITY_DN114768_c0_g1_i4.p1,TRINITY_DN222273_c0_g1_i2.p1
N0.HOG0027169,OG0012503,n0,TRINITY_DN260478_c0_g1_i2.p1,TRINITY_DN118255_c0_g1_i1.p1,TRINITY_DN577591_c0_g1_i1.p1,TRINITY_DN233845_c0_g1_i1.p1
N0.HOG0027170,OG0012504,n0,TRINITY_DN2604_c0_g1_i4.p1,TRINITY_DN17211_c0_g1_i28.p1,TRINITY_DN15758_c0_g1_i6.p1,TRINITY_DN5319_c0_g1_i4.p1
N0.HOG0027171,OG0012505,n0,TRINITY_DN260_c0_g1_i2.p1,TRINITY_DN7320_c0_g1_i11.p1,TRINITY_DN1114_c0_g1_i7.p1,TRINITY_DN28672_c0_g1_i10.p1
N0.HOG0027172,OG0012506,n0,TRINITY_DN26105_c0_g1_i4.p1,TRINITY_DN4413_c0_g1_i6.p1,TRINITY_DN13389_c0_g1_i6.p1,TRINITY_DN3939_c0_g1_i5.p1
N0.HOG0027173,OG0012507,n0,TRINITY_DN26118_c0_g1_i24.p1,TRINITY_DN46532_c0_g1_i9.p1,TRINITY_DN11961_c0_g1_i4.p1,TRINITY_DN13398_c0_g1_i1.p1
N0.HOG0027175,OG0012509,n0,TRINITY_DN26146_c0_g1_i4.p1,TRINITY_DN15856_c3_g1_i1.p1,TRINITY_DN244168_c0_g1_i6.p1,TRINITY_DN48816_c1_g1_i1.p1
N0.HOG0027176,OG0012510,n0,TRINITY_DN26154_c0_g1_i1.p1,TRINITY_DN16386_c0_g1_i5.p1,TRINITY_DN54102_c0_g1_i2.p1,TRINITY_DN121680_c0_g1_i6.p1
N0.HOG0027177,OG0012511,n0,TRINITY_DN2616_c0_g1_i1.p1,TRINITY_DN5487_c0_g1_i7.p1,TRINITY_DN4363_c0_g1_i2.p1,TRINITY_DN63742_c0_g1_i4.p1
N0.HOG0027178,OG0012512,n0,TRINITY_DN26181_c0_g1_i8.p1,TRINITY_DN9216_c0_g1_i2.p1,TRINITY_DN22670_c0_g1_i3.p1,TRINITY_DN5261_c0_g1_i1.p1
N0.HOG0027179,OG0012513,n0,TRINITY_DN26192_c0_g1_i2.p1,TRINITY_DN14552_c0_g1_i1.p1,TRINITY_DN24769_c0_g1_i3.p1,TRINITY_DN6806_c0_g1_i10.p1
N0.HOG0027180,OG0012514,n0,TRINITY_DN26196_c0_g1_i2.p1,TRINITY_DN31510_c0_g1_i9.p1,TRINITY_DN458082_c0_g1_i4.p1,TRINITY_DN19141_c0_g2_i2.p1
N0.HOG0027181,OG0012515,n0,TRINITY_DN26207_c0_g1_i10.p1,TRINITY_DN24759_c0_g1_i2.p1,TRINITY_DN18506_c0_g1_i3.p1,TRINITY_DN24768_c0_g1_i2.p1
N0.HOG0027182,OG0012516,n0,TRINITY_DN2620_c0_g1_i4.p1,TRINITY_DN177311_c0_g1_i5.p1,TRINITY_DN24066_c0_g1_i3.p1,TRINITY_DN53024_c0_g1_i12.p1
N0.HOG0027183,OG0012517,n0,TRINITY_DN26258_c0_g1_i1.p1,TRINITY_DN2856_c0_g2_i2.p1,TRINITY_DN23875_c0_g1_i40.p3,TRINITY_DN17380_c0_g1_i3.p1
N0.HOG0027184,OG0012518,n0,TRINITY_DN26270_c0_g1_i3.p1,TRINITY_DN5349_c0_g1_i5.p1,TRINITY_DN23513_c0_g1_i1.p1,TRINITY_DN8749_c0_g1_i4.p1
N0.HOG0027185,OG0012519,n0,TRINITY_DN262713_c0_g1_i1.p1,TRINITY_DN6512_c0_g1_i10.p1,TRINITY_DN26144_c0_g1_i7.p1,TRINITY_DN32172_c0_g1_i5.p1
N0.HOG0027186,OG0012520,n0,TRINITY_DN26281_c0_g1_i7.p1,TRINITY_DN94080_c0_g1_i9.p1,TRINITY_DN17383_c0_g1_i1.p1,TRINITY_DN53454_c0_g1_i14.p1
N0.HOG0027187,OG0012521,n0,TRINITY_DN26283_c0_g1_i12.p3,TRINITY_DN30624_c0_g1_i5.p1,TRINITY_DN169327_c0_g1_i1.p1,TRINITY_DN31176_c0_g1_i1.p1
N0.HOG0027188,OG0012522,n0,TRINITY_DN26303_c0_g1_i1.p1,TRINITY_DN56358_c0_g1_i1.p1,TRINITY_DN9475_c0_g1_i2.p1,TRINITY_DN49359_c0_g1_i1.p1
N0.HOG0027189,OG0012523,n0,TRINITY_DN2634_c0_g1_i1.p1,TRINITY_DN8308_c0_g1_i4.p1,TRINITY_DN20226_c0_g1_i12.p1,TRINITY_DN3063_c0_g1_i5.p1
N0.HOG0027190,OG0012524,n0,TRINITY_DN263770_c0_g1_i1.p1,TRINITY_DN178300_c0_g1_i1.p1,TRINITY_DN159384_c0_g1_i2.p1,TRINITY_DN27666_c0_g1_i7.p1
N0.HOG0027191,OG0012525,n0,TRINITY_DN263955_c0_g1_i3.p1,TRINITY_DN151764_c0_g1_i1.p1,TRINITY_DN323948_c0_g1_i2.p1,TRINITY_DN233111_c0_g1_i1.p1
N0.HOG0027192,OG0012526,n0,TRINITY_DN26407_c0_g1_i1.p1,TRINITY_DN7017_c0_g1_i3.p1,TRINITY_DN12686_c0_g1_i2.p1,TRINITY_DN19398_c0_g1_i2.p1
N0.HOG0027193,OG0012527,n0,TRINITY_DN26412_c0_g1_i1.p1,TRINITY_DN344792_c0_g1_i2.p1,TRINITY_DN383565_c0_g1_i1.p1,TRINITY_DN111395_c0_g1_i1.p1
N0.HOG0027194,OG0012528,n0,TRINITY_DN26466_c0_g1_i7.p1,TRINITY_DN11301_c0_g1_i6.p1,TRINITY_DN2004_c0_g1_i2.p1,TRINITY_DN4298_c0_g1_i6.p1
N0.HOG0027195,OG0012529,n0,TRINITY_DN264691_c0_g1_i1.p1,TRINITY_DN530243_c0_g1_i1.p1,TRINITY_DN310730_c0_g1_i2.p1,TRINITY_DN311596_c0_g1_i1.p1
N0.HOG0027196,OG0012530,n0,TRINITY_DN26477_c0_g2_i2.p1,TRINITY_DN3287_c0_g1_i5.p2,TRINITY_DN25119_c0_g1_i1.p1,TRINITY_DN26664_c0_g1_i2.p1
N0.HOG0027197,OG0012531,n0,TRINITY_DN26478_c0_g1_i5.p1,TRINITY_DN408_c1_g1_i5.p1,TRINITY_DN24978_c0_g1_i5.p1,TRINITY_DN5268_c0_g1_i1.p1
N0.HOG0027198,OG0012532,n0,TRINITY_DN2647_c0_g1_i4.p1,TRINITY_DN1552_c0_g1_i5.p1,TRINITY_DN11739_c0_g1_i2.p1,TRINITY_DN6008_c0_g1_i2.p1
N0.HOG0027199,OG0012533,n0,TRINITY_DN26487_c0_g1_i1.p1,TRINITY_DN1188_c0_g1_i4.p1,TRINITY_DN26556_c1_g1_i4.p1,TRINITY_DN13929_c0_g1_i3.p1
N0.HOG0027201,OG0012535,n0,TRINITY_DN26523_c0_g1_i3.p1,TRINITY_DN54386_c0_g1_i5.p1,TRINITY_DN59615_c0_g2_i1.p1,TRINITY_DN132879_c0_g1_i1.p1
N0.HOG0027202,OG0012536,n0,TRINITY_DN26524_c0_g1_i3.p1,TRINITY_DN28882_c0_g1_i3.p1,TRINITY_DN28509_c0_g1_i6.p1,TRINITY_DN20692_c0_g1_i15.p1
N0.HOG0027203,OG0012537,n0,TRINITY_DN26547_c0_g1_i2.p1,TRINITY_DN8029_c0_g1_i1.p1,TRINITY_DN13048_c0_g1_i1.p1,TRINITY_DN11194_c0_g1_i1.p1
N0.HOG0027204,OG0012538,n0,TRINITY_DN265683_c0_g1_i1.p1,TRINITY_DN108437_c0_g1_i1.p1,TRINITY_DN176596_c0_g1_i3.p1,TRINITY_DN480267_c0_g1_i1.p1
N0.HOG0027206,OG0012540,n0,TRINITY_DN26584_c0_g1_i2.p1,TRINITY_DN75717_c0_g1_i1.p1,TRINITY_DN84538_c0_g1_i1.p1,TRINITY_DN61831_c0_g1_i9.p1
N0.HOG0027207,OG0012541,n0,TRINITY_DN26598_c0_g1_i1.p1,TRINITY_DN12109_c0_g1_i2.p1,TRINITY_DN91492_c0_g1_i9.p1,TRINITY_DN20556_c0_g1_i1.p1
N0.HOG0027208,OG0012542,n0,TRINITY_DN265_c0_g1_i12.p2,TRINITY_DN157761_c0_g1_i4.p1,TRINITY_DN338216_c0_g1_i1.p1,TRINITY_DN96463_c0_g1_i5.p1
N0.HOG0027209,OG0012543,n0,TRINITY_DN2661_c0_g1_i8.p1,TRINITY_DN8861_c1_g1_i1.p1,TRINITY_DN4966_c0_g1_i6.p1,TRINITY_DN9634_c0_g1_i6.p1
N0.HOG0027210,OG0012544,n0,TRINITY_DN26622_c0_g1_i2.p1,TRINITY_DN37359_c0_g1_i1.p1,TRINITY_DN19537_c0_g1_i1.p1,TRINITY_DN19113_c0_g1_i1.p1
N0.HOG0027211,OG0012545,n0,TRINITY_DN26625_c0_g1_i3.p1,TRINITY_DN26928_c0_g1_i1.p1,TRINITY_DN4182_c0_g1_i4.p1,TRINITY_DN11263_c0_g1_i2.p1
N0.HOG0027212,OG0012546,n0,TRINITY_DN26630_c0_g1_i1.p1,TRINITY_DN10182_c0_g1_i9.p1,TRINITY_DN24348_c0_g1_i7.p1,TRINITY_DN8275_c0_g1_i2.p1
N0.HOG0027213,OG0012547,n0,TRINITY_DN26632_c0_g1_i10.p1,TRINITY_DN2122_c0_g1_i5.p1,TRINITY_DN57_c9_g1_i11.p1,TRINITY_DN49265_c0_g1_i7.p1
N0.HOG0027214,OG0012548,n0,TRINITY_DN26634_c0_g1_i1.p1,TRINITY_DN32379_c0_g1_i6.p1,TRINITY_DN30334_c0_g1_i1.p1,TRINITY_DN8091_c0_g1_i5.p1
N0.HOG0027215,OG0012549,n0,TRINITY_DN26635_c0_g1_i2.p1,TRINITY_DN2392_c1_g1_i1.p1,TRINITY_DN5484_c0_g1_i2.p1,TRINITY_DN73348_c1_g1_i9.p1
N0.HOG0027216,OG0012550,n0,TRINITY_DN26647_c0_g1_i2.p1,TRINITY_DN32043_c0_g1_i5.p1,TRINITY_DN15268_c0_g1_i6.p1,TRINITY_DN38898_c0_g1_i10.p1
N0.HOG0027217,OG0012551,n0,TRINITY_DN26650_c0_g1_i4.p1,TRINITY_DN26394_c0_g1_i3.p1,TRINITY_DN127975_c0_g1_i1.p1,TRINITY_DN2281_c0_g1_i1.p1
N0.HOG0027218,OG0012552,n0,TRINITY_DN26661_c0_g1_i1.p1,TRINITY_DN58043_c0_g1_i7.p1,TRINITY_DN17613_c0_g1_i2.p1,TRINITY_DN3412_c0_g1_i8.p1
N0.HOG0027219,OG0012553,n0,TRINITY_DN2666_c0_g1_i3.p1,TRINITY_DN9839_c0_g1_i1.p1,TRINITY_DN5744_c0_g1_i2.p1,TRINITY_DN9201_c0_g1_i4.p1
N0.HOG0027221,OG0012555,n0,TRINITY_DN26686_c0_g1_i11.p1,TRINITY_DN10300_c0_g1_i1.p1,TRINITY_DN221232_c0_g1_i2.p1,TRINITY_DN92491_c0_g1_i2.p1
N0.HOG0027222,OG0012556,n0,TRINITY_DN26692_c0_g1_i2.p1,TRINITY_DN77626_c0_g1_i10.p1,TRINITY_DN7654_c1_g1_i7.p1,TRINITY_DN46031_c0_g1_i11.p1
N0.HOG0027223,OG0012557,n0,TRINITY_DN2669_c2_g1_i1.p1,TRINITY_DN63505_c0_g1_i3.p1,TRINITY_DN56831_c0_g1_i6.p1,TRINITY_DN89459_c0_g1_i1.p1
N0.HOG0027224,OG0012558,n0,TRINITY_DN2671_c0_g1_i8.p1,TRINITY_DN8829_c0_g1_i6.p1,TRINITY_DN4930_c0_g1_i1.p1,TRINITY_DN8227_c0_g1_i17.p1
N0.HOG0027225,OG0012559,n0,TRINITY_DN267210_c0_g1_i1.p1,TRINITY_DN78368_c0_g1_i4.p1,TRINITY_DN219837_c0_g1_i1.p1,TRINITY_DN143820_c0_g1_i1.p1
N0.HOG0027226,OG0012560,n0,TRINITY_DN26729_c0_g1_i6.p1,TRINITY_DN84061_c0_g1_i2.p1,TRINITY_DN47432_c1_g1_i9.p1,TRINITY_DN7080_c0_g1_i6.p1
N0.HOG0027227,OG0012561,n0,TRINITY_DN26740_c0_g1_i5.p1,TRINITY_DN6506_c0_g2_i1.p2,TRINITY_DN7593_c0_g1_i3.p2,TRINITY_DN4544_c0_g1_i15.p1
N0.HOG0027228,OG0012562,n0,TRINITY_DN26796_c0_g1_i2.p1,TRINITY_DN22181_c0_g1_i2.p1,TRINITY_DN266396_c0_g1_i1.p1,TRINITY_DN13723_c0_g1_i3.p1
N0.HOG0027229,OG0012563,n0,TRINITY_DN26803_c0_g1_i5.p1,TRINITY_DN13528_c0_g1_i2.p1,TRINITY_DN8652_c2_g1_i3.p1,TRINITY_DN10223_c0_g1_i2.p1
N0.HOG0027231,OG0012565,n0,TRINITY_DN26832_c0_g1_i11.p1,TRINITY_DN18671_c1_g1_i1.p1,TRINITY_DN144399_c0_g1_i3.p1,TRINITY_DN519624_c0_g1_i1.p1
N0.HOG0027232,OG0012566,n0,TRINITY_DN26833_c0_g1_i1.p1,TRINITY_DN14380_c0_g1_i1.p1,TRINITY_DN13959_c0_g1_i1.p1,TRINITY_DN8094_c0_g1_i1.p1
N0.HOG0027233,OG0012567,n0,TRINITY_DN26833_c2_g1_i3.p1,TRINITY_DN38030_c0_g1_i8.p1,TRINITY_DN12301_c0_g1_i2.p1,TRINITY_DN11375_c0_g1_i1.p1
N0.HOG0027234,OG0012568,n0,TRINITY_DN26835_c0_g1_i4.p1,TRINITY_DN40138_c0_g1_i8.p1,TRINITY_DN9994_c0_g1_i9.p1,TRINITY_DN13657_c0_g1_i8.p1
N0.HOG0027235,OG0012569,n0,TRINITY_DN26851_c0_g1_i13.p1,TRINITY_DN46516_c0_g1_i1.p1,TRINITY_DN21710_c0_g1_i1.p1,TRINITY_DN194085_c0_g1_i1.p1
N0.HOG0027236,OG0012570,n0,TRINITY_DN26860_c0_g1_i1.p1,TRINITY_DN11440_c0_g1_i5.p1,TRINITY_DN21620_c0_g1_i1.p1,TRINITY_DN25664_c0_g1_i1.p1
N0.HOG0027237,OG0012571,n0,TRINITY_DN26877_c0_g1_i7.p1,TRINITY_DN17134_c0_g1_i12.p1,TRINITY_DN59550_c0_g1_i4.p1,TRINITY_DN34749_c0_g1_i1.p1
N0.HOG0027238,OG0012572,n0,TRINITY_DN26879_c0_g1_i4.p1,TRINITY_DN14328_c0_g1_i2.p1,TRINITY_DN43898_c0_g1_i1.p1,TRINITY_DN12403_c0_g1_i10.p1
N0.HOG0027239,OG0012573,n0,TRINITY_DN26899_c0_g1_i5.p1,TRINITY_DN11285_c0_g1_i11.p1,TRINITY_DN15221_c0_g2_i2.p1,TRINITY_DN8087_c0_g2_i3.p1
N0.HOG0027240,OG0012574,n0,TRINITY_DN26919_c0_g1_i1.p1,TRINITY_DN1605_c0_g1_i17.p1,TRINITY_DN14690_c0_g1_i1.p1,TRINITY_DN94701_c0_g1_i4.p1
N0.HOG0027241,OG0012575,n0,TRINITY_DN26947_c0_g1_i7.p1,TRINITY_DN13088_c0_g1_i3.p1,TRINITY_DN33195_c0_g1_i1.p1,TRINITY_DN32378_c0_g1_i3.p1
N0.HOG0027242,OG0012576,n0,TRINITY_DN2694_c0_g1_i6.p1,TRINITY_DN43_c3_g1_i9.p1,TRINITY_DN10075_c0_g1_i2.p1,TRINITY_DN10587_c0_g1_i4.p1
N0.HOG0027243,OG0012577,n0,TRINITY_DN2696_c0_g1_i5.p1,TRINITY_DN498_c1_g1_i1.p1,TRINITY_DN7383_c0_g1_i2.p1,TRINITY_DN10293_c0_g1_i2.p1
N0.HOG0027244,OG0012578,n0,TRINITY_DN26988_c0_g1_i14.p1,TRINITY_DN1286_c2_g1_i10.p1,TRINITY_DN23593_c0_g1_i1.p2,TRINITY_DN15580_c0_g1_i11.p1
N0.HOG0027245,OG0012579,n0,TRINITY_DN26992_c0_g1_i2.p1,TRINITY_DN62996_c0_g1_i2.p1,TRINITY_DN1407_c0_g1_i1.p1,TRINITY_DN5010_c1_g1_i4.p1
N0.HOG0027246,OG0012580,n0,TRINITY_DN26_c0_g1_i17.p1,TRINITY_DN3428_c0_g1_i3.p1,TRINITY_DN19474_c0_g1_i5.p1,TRINITY_DN11861_c0_g1_i5.p1
N0.HOG0027247,OG0012581,n0,TRINITY_DN27003_c0_g1_i1.p1,TRINITY_DN55516_c0_g1_i9.p1,TRINITY_DN32655_c0_g1_i11.p1,TRINITY_DN22162_c0_g1_i8.p1
N0.HOG0027248,OG0012582,n0,TRINITY_DN27005_c0_g1_i3.p1,TRINITY_DN7590_c0_g1_i7.p1,TRINITY_DN2559_c6_g1_i4.p1,TRINITY_DN135_c6_g1_i6.p1
N0.HOG0027249,OG0012583,n0,TRINITY_DN270135_c0_g1_i7.p1,TRINITY_DN5293_c0_g1_i10.p1,TRINITY_DN9794_c0_g1_i6.p1,TRINITY_DN12608_c0_g1_i9.p1
N0.HOG0027250,OG0012584,n0,TRINITY_DN27015_c0_g1_i15.p1,TRINITY_DN19196_c0_g1_i3.p1,TRINITY_DN90421_c0_g1_i2.p1,TRINITY_DN17020_c0_g1_i7.p1
N0.HOG0027251,OG0012585,n0,TRINITY_DN27018_c0_g1_i5.p1,TRINITY_DN13452_c0_g1_i5.p1,TRINITY_DN20728_c0_g1_i1.p1,TRINITY_DN15848_c1_g1_i5.p1
N0.HOG0027252,OG0012586,n0,TRINITY_DN27019_c0_g1_i3.p1,TRINITY_DN24421_c8_g1_i2.p1,TRINITY_DN84639_c0_g1_i5.p1,TRINITY_DN104411_c0_g1_i2.p1
